data,stayingpower,texture,smell,price,others,colour,shipping,packing,processed_data
"Mình mua dùm bạn nên ko biết chất son như thế nào, mua sale nên giá cũng khá rẻ, hình ảnh và video chỉ mang tính chất nhận xu",-1,1,-1,2,-1,-1,-1,-1,mình mua dùm bạn nên ko biết chất son như thế nào mua sale nên giá cũng khá rẻ hình ảnh và video chỉ mang tính chất nhận xu
Sjíohd,-1,-1,-1,-1,1,-1,-1,-1,sjíohd
"Quy khach tiep tuc truy cap theo goi Mobile Internet dang su dung (neu co). De biet them thong tin ve cac goi Mobile Internet khac, vui long bam goi *098#. Chi tiet LH 198 (0d). Tran trong.",-1,-1,-1,-1,1,-1,-1,-1,quy khach tiep tuc truy cap theo goi mobile internet dang su dung neu co de biet them thong tin ve cac goi mobile internet khac vui long bam goi chi tiet lh 198 tran trong
"Giá rẻ mà son xịn lắm nha, màu xinh, mùi giống như trà khá thơm.",-1,-1,2,2,-1,2,-1,-1,giá rẻ mà son xịn lắm nha màu xinh mùi giống như trà khá thơm
"Kết cấu: rất okee
Độ bền màu: đẹp
Sản phẩm rất oke , giao hàng nhanh :))) luôn ủng hộ shopppppppppp",1,2,-1,-1,-1,-1,2,-1,kết cấu rất okee bền màu đẹp sản phẩm rất oke giao hàng nhanh luôn ủng hộ
son đựp thật ý màu 402 đúng đỉnhhhhhhhhhhhhhhhhhhhhhhhhhh,-1,-1,-1,-1,-1,2,-1,-1,son đựp thật ý màu 402 đúng
"Son đẹp, mướt, màu xinh. Giao đúng hàng, đủ hàng. 🥰🥰🥰",-1,2,-1,-1,-1,2,1,-1,son đẹp mướt màu xinh giao đúng hàng đủ hàng
"Son màu đẹp thơm, lên môi màu chuẩn, đẹppppppppppppp",-1,-1,2,-1,-1,2,-1,-1,son màu đẹp thơm lên môi màu chuẩn
"Công dụng: màu lên chuẩn, đẹp
Kết cấu: đặc
Độ bền màu: sau khi ăn xong son chỉ trôi 1 ít
Mùi son giống mùi nho, thơm lắm, chất son đặc nhưng dễ tán, lên màu chuẩn 💖🤣👌 tôn da lắm ạ",1,2,2,-1,-1,2,-1,-1,công dụng màu lên chuẩn đẹp kết cấu đặc bền màu sau khi ăn xong son chỉ trôi ít mùi son giống mùi nho thơm lắm chất son đặc nhưng dễ tán lên màu chuẩn tôn da lắm ạ
Hànggg ổnnn đónggg góiiii cẩnnn thậnnn ………………………………………..,-1,-1,-1,-1,-1,-1,-1,2,hànggg đónggg cẩnnn thậnnn
Mùi thơm nha mọi người giao hàng rất nhanh chóng luôn giao hàng vui vẻ thân thiện nên mua thử nhé,-1,-1,2,-1,-1,-1,2,-1,mùi thơm nha mọi người giao hàng rất nhanh chóng luôn giao hàng vui vẻ thân thiện nên mua thử nhé
Chất son thì khỏi bàn tại mìn muốn màu sáng hơn nên thử mua em này,-1,2,-1,-1,-1,1,-1,-1,chất son thì khỏi bàn tại mìn muốn màu sáng hơn nên thử mua em này
Chất son ok mùi son cũng được... nói chung là nên mua nha.....,-1,2,2,-1,-1,-1,-1,-1,chất son ok mùi son cũng được nói chung là nên mua
"Màu 404 đỏ hơn 403, 403 giống m2 merzy phết. Chất son cực mịn và mền",-1,2,-1,-1,-1,1,-1,-1,màu 404 đỏ hơn 403 403 giống merzy phết chất son cực mịn và mền
"Son màu siu đẹp, mềm, nhưng khá nhạt mn có thể cân nhắc, chất son ok",-1,2,-1,-1,-1,2,-1,-1,son màu siu đẹp mềm nhưng khá nhạt mn có thể cân nhắc chất son ok
Khỏi phải bàn màu mê thôi rồi 😍😍😍 mua hãng này rất nhìu lần r 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,-1,-1,-1,-1,-1,2,-1,-1,khỏi phải bàn màu mê thôi rồi mua hãng này rất nhìu lần r
Son đẹp hàng chuẩn đóng gói cực kì kĩ luôn rất rất ưng luôn sẽ mua lại,-1,-1,-1,-1,-1,-1,-1,2,son đẹp hàng chuẩn đóng gói cực kì kĩ luôn rất rất ưng luôn sẽ mua lại
Son xinh lắmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,-1,-1,-1,-1,1,-1,-1,-1,son xinh
"Gòi hàng cẩn thận, màu son đẹp, hình ảnh chỉ mang tính chất nhận xu",-1,-1,-1,-1,-1,2,-1,2,gòi hàng cẩn thận màu son đẹp hình ảnh chỉ mang tính chất nhận xu
"Trộm vía hàng về cũng nhanh, trước thời gian dự kiến luôn, son thơm mùi socola, test lên tay thì thấy mịn, son bóng thơm mùi bạc hà, nói chung ưng nhaaa",-1,2,2,-1,-1,-1,2,-1,trộm vía hàng về cũng nhanh trước thời gian dự kiến luôn son thơm mùi socola test lên tay thì thấy mịn son bóng thơm mùi bạc hà nói chung ưng nhaaa
Son đẹp lắm rất ưng ạ,-1,-1,-1,-1,1,-1,-1,-1,son đẹp lắm rất ưng ạ
1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt đầucây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt 1 cây cọ bị cụt đ,-1,-1,-1,-1,1,-1,-1,-1,cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt đầucây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt cây cọ bị cụt đ
"Đóng gón cẩn thận, giao hàng nhanh, son mua ở shopee mall nên yên tâm về chất lượng",-1,-1,-1,-1,-1,-1,2,2,đóng gón cẩn thận giao hàng nhanh son mua ở shopee mall nên yên tâm về chất lượng
Mua tặng nên không bình luận gì. Hình ảnh chỉ mang tính chất nhận xu,-1,-1,-1,-1,1,-1,-1,-1,mua tặng nên không bình luận gì hình ảnh chỉ mang tính chất nhận xu
Chưa test màu nên chưa bít ra sao kwbdksndkznsjdjxbakwkdbxnzka,-1,-1,-1,-1,-1,1,-1,-1,chưa test màu nên chưa bít ra sao
"Chất son đỉnh thật sự, vừa rẻ vừa xịn lại đa dạng màu ❤️ đúng màu , giao hàng nhanh",-1,-1,-1,2,-1,2,2,-1,chất son đỉnh thật sự vừa rẻ vừa xịn lại đa dạng màu đúng màu giao hàng nhanh
"Công dụng: jw
Cực kì lì nha mn. Nhanh khô, màu cực đẹp. Không mùi lắm. Vỏ đẹp. Mua hồi sale nên được giá rẻ, ưng lắm",2,2,1,2,-1,2,-1,-1,công dụng jw cực kì lì nha mn nhanh khô màu cực đẹp không mùi lắm vỏ đẹp mua hồi sale nên được giá rẻ ưng lắm
Hausjsjsjdsjsjnsnsnana a d ndjdkdjejwjwjwnnwnwjwjwjjwjwk,-1,-1,-1,-1,1,-1,-1,-1,a d
Son đẹp thơm nhưng màu lên môi chưa chuẩn vs giá này mà son đẹp thì cũng nên mua,-1,-1,2,2,-1,0,-1,-1,son đẹp thơm nhưng màu lên môi chưa chuẩn vs giá này mà son đẹp thì cũng nên mua
"Son đẹp lm ạ, chất lg nx nhưng em chọn nhầm màu nhưng vẫn xinh lm ạ, shop chất lg nhé, sẽ ủng hộ lần sau",-1,-1,-1,-1,-1,2,-1,-1,son đẹp lm chất lg nx nhưng em chọn nhầm màu nhưng vẫn xinh lm shop chất lg nhé sẽ ủng hộ lần sau
Sp quá ok mua lại lần baaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,-1,-1,-1,-1,1,-1,-1,-1,sp quá ok mua lại lần
"son siêu mềm mịn màu lên đẹp , màu 02 này dùng không thì sẽ hơi dừ , có makeup đi kèm sẽ đẹp hơn",-1,2,-1,-1,-1,1,-1,-1,son siêu mềm mịn màu lên đẹp màu này dùng không thì sẽ hơi dừ có makeup đi kèm sẽ đẹp hơn
"Son thơm, màu xịn, đánh lên không khô môi, đẹp lắm mọi người, nên mua nhé (hình ảnh,vid mang tính chất nhận xu )",-1,2,2,-1,-1,2,-1,-1,son thơm màu xịn đánh lên không khô môi đẹp lắm mọi người nên mua nhé hình ảnh vid mang tính chất nhận xu
"Son màu xink, khá bé. Chất son oki. Ship nhanh. Màu khá giống trên ảnh",-1,-1,-1,-1,-1,2,2,-1,son màu xink khá bé chất son oki ship nhanh màu khá giống trên ảnh
"Hàng ổn so với giá tiền, shop giao hàng nhanh ạ. Hình ảnh mang tính chất lấy xu hihihi",-1,-1,-1,2,-1,-1,2,-1,hàng ổn so với giá tiền shop giao hàng nhanh hình ảnh mang tính chất lấy xu
Màu k giống trên hình cho lắm ah.............../2ssssssssss,-1,-1,-1,-1,-1,0,-1,-1,màu k giống trên hình cho lắm
"🔰Địa điểm tham quan Tết Dương lịch này
🍓 Vườn Dâu Tây sẽ có quả khoảng 2 tuần nữa 
👉 Diện tích lần này đầu tư khá lớn đó cả nhà 
📸 Được chụp Khoảng16h00 Chiều nay 
 BaBe Tour Review địa điểm du lịch tại Bắc Kạn",-1,-1,-1,-1,1,-1,-1,-1,địa điểm tham quan tết dương lịch này vườn dâu tây sẽ có quả khoảng tuần nữa diện tích lần này đầu tư khá lớn đó cả nhà được chụp khoảng16h00 chiều nay babe tour review địa điểm du lịch tại bắc kạn
"Ship siêu nhanh, đánh son có chút bóng nhẹ, mà giá quá hạt rẻ cho 1 thỏi son",-1,-1,-1,2,-1,-1,0,-1,ship siêu nhanh đánh son có chút bóng nhẹ mà giá quá hạt rẻ cho thỏi son
"màu son đẹp
chất son lì
không bị khô môi
giao hàng nhanhhhhhhhh",2,2,-1,-1,-1,2,2,-1,màu son đẹp chất son lì không bị khô môi giao hàng
Nhắn tin shop k tl. Đặt 6 son giao có 4. Hàng giao hoen 1 tháng mới nhận đc. K hiểu shop làm ăn kiểu gì,-1,-1,-1,-1,-1,-1,0,-1,nhắn tin shop k tl đặt son giao có hàng giao hoen tháng mới nhận đc k hiểu shop làm ăn kiểu gì
"Rất thích sản phẩm của shop, shop đóng gói hàng siêu kỉ. Cho shop 5 sao",-1,-1,-1,-1,-1,-1,-1,2,rất thích sản phẩm của shop shop đóng gói hàng siêu kỉ cho shop sao
Ehhktuưuwtjrjqtjqtjqfbqjqtuâruqrjrqjwjâưuârjwgkquưuâ,-1,-1,-1,-1,1,-1,-1,-1,
Sản phẩm đẹp chất lượng rất đáng tiền nhé.mọi người nên mua nhé,-1,-1,-1,2,-1,-1,-1,-1,sản phẩm đẹp chất lượng rất đáng tiền nhé mọi người nên mua nhé
"son màu đẹp, chất lượng tuỵet vời, đóng gói kĩ. hình ảnh mang tc nhận xu",-1,-1,-1,-1,-1,2,-1,2,son màu đẹp chất lượng tuỵet vời đóng gói kĩ hình ảnh mang tc nhận xu
"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng hoa. Xin nghiêng mình cảm ơn vì tất cả",-1,-1,-1,-1,-1,-1,2,2,hàng đóng gói rất đẹp quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng hộp không có dấu hiệu bị móp chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng hứng như hứng hoa xin nghiêng mình cảm ơn vì tất cả
Son oke lì màu hơi nhạt so vs hinhggggvvvvv fhjnnjkkkk bbbh,2,-1,-1,-1,-1,0,-1,-1,son oke lì màu hơi nhạt so vs
"Son đẹp, đáng tiền, chất lượng sản phẩm tuyệt vời..........",-1,-1,-1,2,-1,-1,-1,-1,son đẹp đáng tiền chất lượng sản phẩm tuyệt
"Màu đẹp, lên môi tôn được da, chất son mịn, không gây khô môi..",-1,2,-1,-1,-1,2,-1,-1,màu đẹp lên môi tôn được da chất son mịn không gây khô môi
Son giao đúng màu nha. Mình mua lần thứ 2 rùi nên k có gì phải chê cả. Ở HN mà đặt tận trong HCM 🤣,-1,-1,-1,-1,-1,2,1,-1,son giao đúng màu nha mình mua lần thứ rùi nên k có gì phải chê cả hn mà đặt tận trong hcm
"hơi hồng hồng 
như mà tôn răng lắm nhaa
tuyệttttttttttttttttttttttttttt",-1,-1,-1,-1,-1,2,-1,-1,hơi hồng hồng như mà tôn răng lắm nhaa
son xinh lắm lên màu ổn nsshjznx xjskanabxxhxjkznznsnzbxhxjxbxbxjsjansnxb bjxjznanana xbxhdisja,-1,-1,-1,-1,-1,2,-1,-1,son xinh lắm lên màu ổn
"Chất mềm mịn, nhưng hơi nhanh trôi
Giao đúng đủ hàng
Shop chăm sóc tốt",0,2,-1,-1,-1,-1,2,-1,chất mềm mịn nhưng hơi nhanh trôi giao đúng đủ hàng shop chăm sóc tốt
Giao hàng nhanh đóng gói sản phẩm chắc chắn shop phục vụ rất tốt ,-1,-1,-1,-1,-1,-1,2,2,giao hàng nhanh đóng gói sản phẩm chắc chắn shop phục vụ rất tốt
Nhận đủ hàng. Shop chốt hàng nhanh và giao nhanh số với những đơn hàng mình đặt. Shop rất uy tín. Bảo bì rất là đẹp mắt.,-1,-1,-1,-1,-1,-1,2,-1,nhận đủ hàng shop chốt hàng nhanh và giao nhanh số với những đơn hàng mình đặt shop rất uy tín bảo bì rất là đẹp mắt
"Son đep, lâu trôiiii mãi yeuuuuuuuuu, lần sau sẽ muaaaaaaaaaaa",2,-1,-1,-1,-1,-1,-1,-1,son đep lâu mãi lần sau sẽ
"Đóng gói kĩ lắm ạ, son lên màu xinh, mùi hơi hắc xíu, hàng oke lắm ạ.",-1,-1,0,-1,-1,2,-1,2,đóng gói kĩ lắm son lên màu xinh mùi hơi hắc xíu hàng oke lắm
Hình ảnh mang tính chất nhận xu hết:))))))))))))))))))))))))))))))),-1,-1,-1,-1,1,-1,-1,-1,hình ảnh mang tính chất nhận xu
Màu son đẹp chất son mềm mịn nch ok đã mua nhiều lần của shop sau sẽ mua tiếp,-1,2,-1,-1,-1,2,-1,-1,màu son đẹp chất son mềm mịn nch ok đã mua nhiều lần của shop sau sẽ mua tiếp
"Shop đóng hàng cẩn thận, shop quốc tế nên giao hàng mất 10 ngày. Chưa test son, nên chưa biết sp thế nào.",-1,-1,-1,-1,-1,-1,0,2,shop đóng hàng cẩn thận shop quốc tế nên giao hàng mất ngày chưa test son nên chưa biết sp thế nào
"Son đẹp lắm mng ơii , màu lên chuẩn mềm môi nè 
Nma giao hàng lâu lắm đặt 9/9 ngày 20/9 mới giao :((",-1,-1,-1,-1,-1,2,0,-1,son đẹp lắm mng ơii màu lên chuẩn mềm môi nè nma giao hàng lâu lắm đặt 9 9 ngày 20 9 mới giao
Chất lượng sản phẩm tuyệt vời giao hàng nhanh shop thân thiện sẽ ủng hộ tiếp ạ,-1,-1,-1,-1,-1,-1,2,-1,chất lượng sản phẩm tuyệt vời giao hàng nhanh shop thân thiện sẽ ủng hộ tiếp ạ
Ndhdhshhsvsvshahbsbshdhdbhdhdbdbdbdhudbshdbdbdbbdbdbdb,-1,-1,-1,-1,1,-1,-1,-1,
"Nhận được son mà bất ngờ, chất son mềm mịn, lì và khô (nhưng vẫn không bị khô môi) mùi hơi hóa học với cả đầu co hơi cứng, nhưngg với 20k thì là quá xịn xò rồi :3
P/s: h.ảnh và vid mang t.chất minh họa",2,2,0,2,-1,-1,-1,-1,nhận được son mà bất ngờ chất son mềm mịn lì và khô nhưng vẫn không bị khô môi mùi hơi hóa học với cả đầu co hơi cứng nhưngg với 20 k thì là quá xịn xò rồi p s h ảnh và vid mang t chất minh họa
Hình ảnh mang tính chất nhận xu . Son mua đc rẻ nhưng mà nhiều nước đánh lên từng vệt . Không đc đẹp lắm =)),-1,0,-1,2,-1,-1,-1,-1,hình ảnh mang tính chất nhận xu son mua đc rẻ nhưng mà nhiều nước đánh lên từng vệt không đc đẹp lắm
"Son siêu xinh nhé, lần đầu mua màu đậm như này nên hơi ko quen lắm",-1,-1,-1,-1,-1,0,-1,-1,son siêu xinh nhé lần đầu mua màu đậm như này nên hơi ko quen lắm
"Hàng đẹp chất lượng, giá hạt dẻ, sẽ thử make up ạ, thích nha hihi",-1,-1,-1,2,-1,-1,-1,-1,hàng đẹp chất lượng giá hạt dẻ sẽ thử make up thích nha
"Màu và chất ok đấy, cơ mà lúc mình nhận vỏ 1 nơi 1 nẻo vì bị gãy rồi",-1,2,-1,-1,-1,2,-1,-1,màu và chất ok đấy cơ mà lúc mình nhận vỏ nơi nẻo vì bị gãy rồi
"Giao hàng nhanh khiếp,  màu xinh quá,đúng kiểu ko khí noel tết.",-1,-1,-1,-1,-1,2,2,-1,giao hàng nhanh khiê p màu xinh quá đúng kiểu ko khí noel tết
"Công dụng: sOn
Kết cấu: mịn mùi chocolate
Độ bền màu: mau trôi
Tiền nào của nấy thôi ạ màu không giống hình bôi phát  trôi i luôn",0,2,2,-1,-1,-1,-1,-1,công dụng son kết cấu mịn mùi chocolate bền màu mau trôi tiền nào của nấy thôi ạ màu không giống hình bôi phát trôi i luôn
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này",-1,-1,-1,-1,1,-1,-1,-1,sản phẩm rất xinh đẹp tuyệt vời tôi không thể trông đợi gì hơn cảm ơn nhà cung cấp nhà sản xuất cảm ơn người bán hàng cảm ơn sàn thương mại điện tử cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tốt đẹp và chắc chắn,-1,-1,-1,-1,-1,-1,-1,2,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm tốt đẹp và chắc chắn
"Chất lượng sản phẩm tốt 
Đóng gói chắc chắn 
Thời gian hơi lâu 
Đáng tiền 
Lên mua ",-1,-1,-1,2,-1,-1,0,2,chất lượng sản phẩm tốt đóng gói chắc chắn thời gian hơi lâu đáng tiền lên mua
"rẻ nhưng chất lượng ạ
màu son lên chuẩn, khá là mịn môi..tuy nhiên son phải tán nhanh vì nhanh bám 
sẽ ủng hộ shop lần sau ạ",-1,2,-1,2,-1,2,-1,-1,rẻ nhưng chất lượng ạ màu son lên chuẩn khá là mịn môi tuy nhiên son phải tán nhanh vì nhanh bám sẽ ủng hộ shop lần sau ạ
Dịch nhưng shop vẫn giao hàng nhanh. Màu này đẹp lắm ạ. Đánh vào buổi tối thì cực xinh luôn. Trắng da trắng răng nha mng,0,-1,-1,-1,-1,2,-1,-1,dịch nhưng shop vẫn giao hàng nhanh màu này đẹp lắm đánh vào buổi tối thì cực xinh luôn trắng da trắng răng nha mng
SONET/SDH is a synchronous network using synchronoushhhhh,-1,-1,-1,-1,1,-1,-1,-1,sonet sdh is a network using
"Son rất đẹp, màu tây dã man . Shop đỉnh gheeeeeee ạ . Đánh lên rất nhẹ",-1,2,-1,-1,-1,2,-1,-1,son rất đẹp màu tây dã man shop đỉnh ạ đánh lên rất nhẹ
"Hình ảnh và clip mang tính chất nhận xu, 
sp tốt mua và flash sale giá như vậy so với chất lượng thì khá tốt 👍👍👍👍",-1,-1,-1,2,-1,-1,-1,-1,hình ảnh và clip mang tính chất nhận xu sp tốt mua và flash sale giá như vậy so với chất lượng thì khá tốt
"Mua lần thứ 2 rồi nên không có ý kiến gì, chất lượng sản phẩm vẫn rất ok nha mng, giao hàng nhanh nữa, ảnh và video không liên ạaa ",-1,-1,-1,-1,-1,-1,2,-1,mua lần thứ rồi nên không có ý kiến gì chất lượng sản phẩm vẫn rất ok nha mng giao hàng nhanh nữa ảnh và video không liên ạaa
"Son xinh lắm nè, có mùi thơm nhẹ, giá rẻ cơ mà nếu mua son màu này thì nên cân nhắc xíu tại nó hơi chìm",-1,-1,2,2,-1,0,-1,-1,son xinh lắm nè có mùi thơm nhẹ giá rẻ cơ mà nếu mua son màu này thì nên cân nhắc xíu tại nó hơi chìm
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này.",-1,-1,-1,-1,1,-1,-1,-1,sản phẩm rất xinh đẹp tuyệt vời tôi không thể trông đợi gì hơn cảm ơn nhà cung cấp nhà sản xuất cảm ơn người bán hàng cảm ơn sàn thương mại điện tử cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này
"Giá rẻ nhưng rất chất lượng, đóng gói chắc chắn , chất son mịn thơm mùi chocolate, nên mua",-1,2,2,2,-1,-1,-1,2,giá rẻ nhưng rất chất lượng đóng gói chắc chắn chất son mịn thơm mùi chocolate nên mua
Son siêu xinh. Quá rẻ. Son lì. Mỗi tội giao hơi lâu do là hàng nước ngoài những k sao cho chất lượng sp okeee❤ quá rẻ cho 1 đôi môi xinh nhee mn❤,2,-1,-1,2,-1,-1,0,-1,son siêu xinh quá rẻ son lì mỗi tội giao hơi lâu do là hàng nước ngoài như ng k sao cho chất lươ ng sp okeee quá rẻ cho đôi môi xinh nhee mn
"Hàng giao rất nhanh, sản phẩm tốt, vỏ cầm chắc tayy  nch là đẹpp",-1,-1,-1,-1,-1,-1,-1,2,hàng giao rất nhanh sản phẩm tốt vỏ cầm chắc tayy nch là đẹpp
màu k giống hình lắm do dịch nên giao hơi lâu quá cả dự kiến mấy ngày,-1,-1,-1,-1,-1,0,0,-1,màu k giống hình lắm do dịch nên giao hơi lâu quá cả dự kiến mấy ngày
"Công dụng: son k lì
Kết cấu: đẹp..................
Độ bền màu: mau trôi .............. ...",0,2,-1,-1,-1,-1,-1,-1,công dụng son k lì kết cấu bền màu mau trôi
"Son màu xinh xắn dễ thương nhỏ gọn. Giá ổn hợp lý, đóng gói kĩ càng cẩn thận ko bị trầy xước",-1,-1,-1,2,-1,2,-1,2,son màu xinh xắn dễ thương nhỏ gọn giá ổn hợp lý đóng gói kĩ càng cẩn thận ko bị trầy xước
Son lên màu siêu siêu xinh!!! Đóng gói rất cẩn thận!!! Rất rẻ so với chất lượng tốt như này!!!,-1,-1,-1,2,-1,2,-1,2,son lên màu siêu siêu xinh đóng gói rất cẩn thận rất rẻ so với chất lượng tốt như này
Màu cam lắm. Chất bột nhé. Mình ko thích sẽ ko mua lại đâu. Ahihi,-1,0,-1,-1,-1,2,-1,-1,màu cam lắm chất bột nhé mình ko thích sẽ ko mua lại đâu ahihi
"Hàng đóng gói hơi bị xịn nhaaaaa, son siu ưnggggggggggggggggggggggggggggggggg",-1,-1,-1,-1,-1,-1,-1,2,hàng đóng gói hơi bị xịn son siu
Màu lên đẹp. 👍,-1,-1,-1,-1,-1,2,-1,-1,màu lên đẹp
Hàng giao nhanh đủ giá thì hạt dẻ chưa dùng chưa biết tnao nhưng nhìn thì đã ưng mắt rồi,-1,-1,-1,2,-1,-1,2,-1,hàng giao nhanh đủ giá thì hạt dẻ chưa dùng chưa biết tnao nhưng nhìn thì đã ưng mắt rồi
"Packaging đẹp quá ulatr, chưa test thử nên hem biết 😙",-1,-1,-1,-1,1,-1,-1,-1,packaging đẹp quá ulatr chưa test thử nên hem biết
Giao hàng siêu nhanh luôn ạ. Đóng gói cẩn thận. Hình ảnh mang tính chất nhận xu,-1,-1,-1,-1,-1,-1,2,2,giao hàng siêu nhanh luôn đóng gói cẩn thận hình ảnh mang tính chất nhận xu
Son đẹp xĩu ạ 😍😍😍😍😍😍888888fbdbbdhdbdbbdbxbbdbdbbdbdbxbx,-1,-1,-1,-1,1,-1,-1,-1,son đẹp xĩu ạ
"Độ bền màu: tốt so
Xinh nha mọi người không ngờ nhận nhanh vậy luôn. Nên mua",2,-1,-1,-1,-1,-1,2,-1,bền màu tốt so xinh nha mọi người không ngờ nhận nhanh vậy luôn nên mua
"Màu son khá đẹp giống trong hình
Hình như son k có mùi thì phải nhưng hàng ngon thế giá lại rẻ thì quá dc luôn",-1,-1,1,2,-1,2,-1,-1,màu son khá đẹp giống trong hình hình như son k có mùi thì phải nhưng hàng ngon thế giá lại rẻ thì quá dc luôn
Sp tốt son rất thơm mềm môi hàng shop giao nhanh rất ok lần sau sẽ ủng hộ shop nữa hjkdnbdjsknbxnajmsnbxhdjkzndjkdkkfkskjdjjdkskkkdkjd,-1,2,2,-1,-1,-1,2,-1,sp tốt son rất thơm mềm môi hàng shop giao nhanh rất ok lần sau sẽ ủng hộ shop nữa
"son dùng ổn áp lắm
chất lượng sp tuyệt vời
chất lượng sp tuyệt vời ",-1,-1,-1,-1,1,-1,-1,-1,son dùng ổn áp lắm chất lượng sp tuyệt vời chất lượng sp tuyệt vời
Dù dịch nhưng giao hàng mất 7 ngày thui  mọi người ạ mình mua của shop đây là cây thứ 5 rồi dùng mê xỉu lun,-1,-1,-1,-1,-1,-1,2,-1,dù dịch nhưng giao hàng mất ngày thui mọi người ạ mình mua của shop đây là cây thứ rồi dùng mê xỉu lun
"đặt mua hộ nên ko rõ màu có chuẩn như rewiew ko, nhng shop mall thì rất yên tâm, giao hàng nhanh đóng gói kĩ càng còn có cả thiệp cảm ơn nữa, nên mua nha 👍👍",-1,-1,-1,-1,-1,1,2,2,đặt mua hộ nên ko rõ màu có chuẩn như rewiew ko nhng shop mall thì rất yên tâm giao hàng nhanh đóng gói kĩ càng còn có cả thiệp cảm ơn nữa nên mua nha
"Son siêu xinh
Lên màu đẹp, mùi cũng không khó chịu lắm
Nên mua nha",-1,-1,1,-1,-1,2,-1,-1,son siêu xinh lên màu đẹp mùi cũng không khó chịu lắm nên mua nha
"Mua tặng nên không có mở ra, đóng gói cẩn thận, giao hàng khá nhanh",-1,-1,-1,-1,-1,-1,2,2,mua tặng nên không có mở ra đóng gói cẩn thận giao hàng khá nhanh
Spham chât lượng tuyệt vời mn nên mua nhaaaaaaaaaaaaa!;₫2&.’kcksk,-1,-1,-1,-1,1,-1,-1,-1,spham chât lượng tuyệt vời mn nên mua
Xinh xỉu mà lên màu cũng xinhh lémmmmmm !!! Mua bao lần r nên rất hài lòng !!!,-1,-1,-1,-1,-1,2,-1,-1,xinh xỉu mà lên màu cũng xinhh mua bao lần r nên rất hài lòng
"Shop đóng gói cẩn thận, giao hàng nhanh
Mua 2 thỏi bbia còn được tặng thêm 2 thỏi eglips
Màu son lên đẹp, hợp với cả da trắng và da ngăm nhaaa",-1,-1,-1,-1,-1,2,2,2,shop đóng gói cẩn thận giao hàng nhanh mua thỏi bbia còn được tặng thêm thỏi eglips màu son lên đẹp hợp với cả da trắng và da ngăm nhaaa
Son y hình ạ,-1,-1,-1,-1,1,-1,-1,-1,son y hình ạ
"Son kem lì Bbia Last Velvet Lip Tint Version 3  - 11 Calm Boss 5g (Hồng đỏ đất)
Khối lượng: 5g/ 5 colors
Xuất xứ: Hàn Quốc

Son kem lỳ Bbia Last Velvet Lip Tint là dòng son lỳ với độ bám dính cực cao, hút vào môi bạn như nam châm và lên màu rõ ràng chỉ sau một lần thoa.

Thân son bằng nhựa trong giú",-1,-1,-1,-1,1,-1,-1,-1,son kem lì bbia last velvet lip tint version calm boss hồng đỏ đất khối lượng 5 g colors xuất xứ hàn quốc son kem lỳ bbia last velvet lip tint là dòng son lỳ với độ bám dính cực cao hút vào môi bạn như nam châm và lên màu rõ ràng chỉ sau một lần thoa thân son bằng nhựa trong giú
"Giao hàng nhanh, gói hàng rất kỹ……………. Giá cả tương đối hợp lý. Mng có thể an",-1,-1,-1,2,-1,-1,2,2,giao hàng nhanh gói hàng rất giá cả tương đối hợp lý mng có thể an
